country_m49,country_alpha3,country_name,series_code,goal,applicability,expected_cadence_years,latest_year,observed_years,recent_completeness,staleness,regularity,has_aggregate_slice,disaggregation,nature_counts,global_scarcity,measurement_priority_v1,score_components
174,COM,Comoros,TM_TAX_WMFN,17,universal,1,2024,2015;2016;2019;2020;2021;2022;2023;2024,0.8,0.3333,0.6475,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 53}",1.0,40.31,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.182292, ""staleness"": 0.3333}"
174,COM,Comoros,TM_TRF_ZERO,10,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 50}",1.0,40.31,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.182292, ""staleness"": 0.3333}"
174,COM,Comoros,TX_EXP_GBMRCH,17,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 10}",1.0,40.31,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.182292, ""staleness"": 0.3333}"
196,CYP,Cyprus,SL_ISV_IFEM,8,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": true}","{""country"": 66}",0.9637,40.31,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9637, ""population_percentile"": 0.21875, ""staleness"": 0.3333}"
196,CYP,Cyprus,SL_TLF_UEM,8,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": true, ""location"": false, ""sex"": true}","{""country"": 90}",0.9637,40.31,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9637, ""population_percentile"": 0.21875, ""staleness"": 0.3333}"
262,DJI,Djibouti,ER_FFS_CMPT_GDP,12,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 10}",0.9896,40.31,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9896, ""population_percentile"": 0.192708, ""staleness"": 0.3333}"
233,EST,Estonia,IT_MOB_OWN,5,universal,1,2024,2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 6}",0.9741,40.31,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9741, ""population_percentile"": 0.208333, ""staleness"": 0.3333}"
233,EST,Estonia,SE_ADT_ACTS,4,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": true, ""sex"": true}","{""country"": 716}",0.9741,40.31,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9741, ""population_percentile"": 0.208333, ""staleness"": 0.3333}"
233,EST,Estonia,SL_TLF_NEET,8,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": true}","{""country"": 30}",0.9741,40.31,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9741, ""population_percentile"": 0.208333, ""staleness"": 0.3333}"
364,IRN,"Iran, Islamic Republic of",SE_TOT_PRFL,4,universal,3,2023,2015;2016;2019;2021;2023,1.0,0.2222,0.7388,False,"{""age"": false, ""location"": false, ""sex"": true}","{""country"": 24}",0.7098,40.31,"{""completeness_deficit"": 0.0, ""global_scarcity"": 0.7098, ""population_percentile"": 0.916667, ""staleness"": 0.2222}"
498,MDA,"Moldova, Republic of",ER_IAS_LEGIS,15,universal,1,2025,2016;2020;2022;2025,0.4,0.0,0.7861,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 4}",1.0,40.31,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.265625, ""staleness"": 0.0}"
498,MDA,"Moldova, Republic of",SG_GEN_EQPWNN,5,universal,1,2025,2018;2021;2025,0.4,0.0,0.875,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 3}",1.0,40.31,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.265625, ""staleness"": 0.0}"
674,SMR,San Marino,AG_LND_FRST,15,universal,1,2025,2015;2020;2025,0.2,0.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 3}",1.0,40.31,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.015625, ""staleness"": 0.0}"
674,SMR,San Marino,SG_HAZ_CMRBASEL,12,universal,1,2025,2025,0.2,0.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 1}",1.0,40.31,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.015625, ""staleness"": 0.0}"
674,SMR,San Marino,SG_INF_ACCSS,16,universal,1,2025,2025,0.2,0.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 1}",1.0,40.31,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.015625, ""staleness"": 0.0}"
780,TTO,Trinidad and Tobago,SE_GPI_PTNPRE,4,universal,1,2024,2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 6}",0.9689,40.31,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9689, ""population_percentile"": 0.213542, ""staleness"": 0.3333}"
780,TTO,Trinidad and Tobago,SE_PRE_PARTN,4,universal,1,2024,2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": false, ""location"": false, ""sex"": true}","{""country"": 18}",0.9689,40.31,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9689, ""population_percentile"": 0.213542, ""staleness"": 0.3333}"
462,MDV,Maldives,SG_DSR_LGRGSR,1,universal,2,2024,2024,0.3333,0.1667,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 3}",0.7461,40.24,"{""completeness_deficit"": 0.6667, ""global_scarcity"": 0.7461, ""population_percentile"": 0.140625, ""staleness"": 0.1667}"
566,NGA,Nigeria,SM_DTH_MIGR,10,universal,1,2025,2017;2018;2019;2021;2022;2024;2025,0.8,0.0,0.7388,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 7}",0.7876,40.23,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.7876, ""population_percentile"": 0.973958, ""staleness"": 0.0}"
90,SLB,Solomon Islands,SL_CPA_YEMP,8,universal,1,2025,2020;2025,0.2,0.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 2}",0.8342,40.23,"{""completeness_deficit"": 0.8, ""global_scarcity"": 0.8342, ""population_percentile"": 0.177083, ""staleness"": 0.0}"
705,SVN,Slovenia,FI_FSI_FSKRTC,10,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 10}",0.9275,40.22,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9275, ""population_percentile"": 0.25, ""staleness"": 0.3333}"
8,ALB,Albania,ER_H2O_PRDU,6,universal,1,2025,2017;2019;2022;2025,0.4,0.0,0.8498,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 4}",1.0,40.21,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.260417, ""staleness"": 0.0}"
8,ALB,Albania,ER_IAS_LEGIS,15,universal,1,2025,2016;2020;2022;2025,0.4,0.0,0.7861,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 4}",1.0,40.21,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.260417, ""staleness"": 0.0}"
8,ALB,Albania,SG_GEN_EQPWNN,5,universal,1,2025,2018;2021;2025,0.4,0.0,0.875,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 3}",1.0,40.21,"{""completeness_deficit"": 0.6, ""global_scarcity"": 1.0, ""population_percentile"": 0.260417, ""staleness"": 0.0}"
48,BHR,Bahrain,IT_USE_ii99,17,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": false, ""location"": false, ""sex"": true}","{""country"": 30}",0.9482,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9482, ""population_percentile"": 0.229167, ""staleness"": 0.3333}"
233,EST,Estonia,SE_GPI_PTNPRE,4,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 10}",0.9689,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9689, ""population_percentile"": 0.208333, ""staleness"": 0.3333}"
233,EST,Estonia,SE_PRE_PARTN,4,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": false, ""location"": false, ""sex"": true}","{""estimated"": 30}",0.9689,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9689, ""population_percentile"": 0.208333, ""staleness"": 0.3333}"
748,SWZ,Eswatini,IT_MOB_OWN,5,universal,1,2024,2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 6}",0.9741,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9741, ""population_percentile"": 0.203125, ""staleness"": 0.3333}"
748,SWZ,Eswatini,VC_DSR_AFFCT,1,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 30}",0.9741,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9741, ""population_percentile"": 0.203125, ""staleness"": 0.3333}"
242,FJI,Fiji,ER_FFS_CMPT_GDP,12,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 10}",0.9896,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9896, ""population_percentile"": 0.1875, ""staleness"": 0.3333}"
376,ISR,Israel,SG_CPA_OFDI,17,universal,1,2025,2023;2024;2025,0.6,0.0,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 15}",1.0,40.21,"{""completeness_deficit"": 0.4, ""global_scarcity"": 1.0, ""population_percentile"": 0.510417, ""staleness"": 0.0}"
428,LVA,Latvia,SL_TLF_MANF,9,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 10}",0.9378,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9378, ""population_percentile"": 0.239583, ""staleness"": 0.3333}"
585,PLW,Palau,AG_LND_FRST,15,universal,1,2025,2015;2020;2025,0.2,0.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 3}",1.0,40.21,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.010417, ""staleness"": 0.0}"
585,PLW,Palau,EN_ACS_URB_OPENSP,11,universal,1,2025,2020;2025,0.2,0.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 2}",1.0,40.21,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.010417, ""staleness"": 0.0}"
585,PLW,Palau,SG_HAZ_CMRBASEL,12,universal,1,2025,2015;2020;2025,0.2,0.0,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 3}",1.0,40.21,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.010417, ""staleness"": 0.0}"
585,PLW,Palau,SG_INF_ACCSS,16,universal,1,2025,2025,0.2,0.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 1}",1.0,40.21,"{""completeness_deficit"": 0.8, ""global_scarcity"": 1.0, ""population_percentile"": 0.010417, ""staleness"": 0.0}"
90,SLB,Solomon Islands,AG_FPA_CFPI,2,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,AG_LND_FRSTCERT,15,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,AG_LND_SUST_PRXCSS,2,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,AG_PRD_AGVAS,2,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,BN_CAB_XOKA_GD_ZS,17,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,BX_TRF_PWKR,17,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,DC_FTA_TOTAL,17,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,EG_ACS_ELEC,7,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": false, ""location"": true, ""sex"": false}","{""country"": 3, ""modeled"": 27}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,EG_EGY_CLEAN,7,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": false, ""location"": true, ""sex"": false}","{""estimated"": 30}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,EG_EGY_PRIM,7,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,EG_EGY_RNEW,7,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 140}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,EG_FEC_RNEW,7,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,EG_IFF_RANDN,7,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 80}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,FB_ATM_TOTL,8,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,GF_FRN_FDI,17,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,IQ_SPI_PIL5,17,universal,1,2024,2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 9}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,NY_GDP_PCAP,8,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SH_ACS_DTP3,3,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SH_ALC_CONSPT,3,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SH_DYN_IMRT,3,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": true}","{""country"": 30}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SH_DYN_NMRT,3,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SH_HAP_HBSAG_26,3,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""estimated"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SH_HIV_INCD,3,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": true, ""location"": false, ""sex"": true}","{""unavailable"": 130}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SH_SAN_DEFECT,6,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": false, ""location"": true, ""sex"": false}","{""estimated"": 30}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SH_STA_MALR,3,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SH_TBS_INCD,3,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SH_TRP_INTVN,3,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SL_LBR_NTLCPL,8,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SN_STA_OVWGT,2,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": true}","{""modeled"": 30}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,SP_ACS_BSRVH2O,1,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": false, ""location"": true, ""sex"": false}","{""estimated"": 30}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,TM_TAX_DMFN,17,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 50}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,TM_TRF_ZERO,10,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 50}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
90,SLB,Solomon Islands,TX_EXP_GBMRCH,17,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country_adjusted"": 10}",1.0,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 1.0, ""population_percentile"": 0.177083, ""staleness"": 0.3333}"
780,TTO,Trinidad and Tobago,SL_TLF_UEM,8,universal,1,2024,2015;2016;2019;2020;2021;2022;2023;2024,0.8,0.3333,0.6475,False,"{""age"": true, ""location"": false, ""sex"": true}","{""country"": 72}",0.9637,40.21,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9637, ""population_percentile"": 0.213542, ""staleness"": 0.3333}"
608,PHL,Philippines,SI_POV_50MI,10,universal,3,2023,2015;2018;2021;2023,1.0,0.2222,0.8498,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 4}",0.6891,40.2,"{""completeness_deficit"": 0.0, ""global_scarcity"": 0.6891, ""population_percentile"": 0.932292, ""staleness"": 0.2222}"
608,PHL,Philippines,SI_POV_DAY1,1,universal,3,2023,2015;2018;2021;2023,1.0,0.2222,0.8498,True,"{""age"": true, ""location"": true, ""sex"": true}","{""global_monitoring"": 32}",0.6891,40.2,"{""completeness_deficit"": 0.0, ""global_scarcity"": 0.6891, ""population_percentile"": 0.932292, ""staleness"": 0.2222}"
792,TUR,Türkiye,SE_TOT_PRFL,4,universal,3,2023,2015;2018;2019;2021;2022;2023,1.0,0.2222,0.6667,False,"{""age"": false, ""location"": false, ""sex"": true}","{""country"": 30}",0.7098,40.2,"{""completeness_deficit"": 0.0, ""global_scarcity"": 0.7098, ""population_percentile"": 0.911458, ""staleness"": 0.2222}"
76,BRA,Brazil,SM_DTH_MIGR,10,universal,1,2025,2018;2019;2021;2023;2024;2025,0.8,0.0,0.7408,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 6}",0.7876,40.13,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.7876, ""population_percentile"": 0.96875, ""staleness"": 0.0}"
702,SGP,Singapore,SL_CPA_YEMP,8,universal,1,2025,2021;2025,0.4,0.0,,False,"{""age"": false, ""location"": false, ""sex"": false}","{""global_monitoring"": 2}",0.8342,40.12,"{""completeness_deficit"": 0.6, ""global_scarcity"": 0.8342, ""population_percentile"": 0.421875, ""staleness"": 0.0}"
196,CYP,Cyprus,IC_GEN_MGTL,5,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,False,"{""age"": false, ""location"": false, ""sex"": false}","{""country"": 10}",0.9534,40.11,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9534, ""population_percentile"": 0.21875, ""staleness"": 0.3333}"
196,CYP,Cyprus,VC_HTF_DETVSX,16,universal,1,2024,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,0.8,0.3333,1.0,True,"{""age"": true, ""location"": false, ""sex"": true}","{""country"": 57, ""unavailable"": 18}",0.9534,40.11,"{""completeness_deficit"": 0.2, ""global_scarcity"": 0.9534, ""population_percentile"": 0.21875, ""staleness"": 0.3333}"
